lastUpdatedAt,actualLandingTime,aircraftType,baggageClaim,codeshares,estimatedLandingTime,expectedTimeOnBelt,flightDirection,flightName,flightNumber,id,isOperationalFlight,mainFlight,prefixIATA,prefixICAO,airlineCode,publicFlightState,route,scheduleDateTime,scheduleDate,scheduleTime,serviceType,terminal,schemaVersion,actualOffBlockTime,aircraftRegistration,checkinAllocations,expectedSecurityFilter,gate,pier,publicEstimatedOffBlockTime,expectedTimeBoarding,expectedTimeGateClosing,expectedTimeGateOpen,transferPositions
2025-07-30T01:57:16.685+02:00,2025-07-30T00:26:24.000+02:00,"{'iataMain': 'EMJ', 'iataSub': 'E90'}",{'belts': ['16']},{'codeshares': ['DL9477']},2025-07-30T00:26:24.000+02:00,2025-07-30T01:26:56.712+02:00,A,KL1682,1682,142887665758982768,True,KL1682,KL,KLM,100.0,{'flightStates': ['ARR']},"{'destinations': ['LIN'], 'eu': 'S', 'visa': False}",2025-07-30T00:35:00.000+02:00,2025-07-30,00:35:00,J,3.0,4,,,,,,,,,,,
2025-07-30T02:19:21.085+02:00,2025-07-30T00:38:53.000+02:00,"{'iataMain': '737', 'iataSub': '73H'}",{'belts': ['4']},{'codeshares': ['KL3298']},2025-07-30T00:38:53.000+02:00,2025-07-30T01:15:04.000+02:00,A,HV6632,6632,142887665380908406,True,HV6632,HV,TRA,164.0,{'flightStates': ['ARR']},"{'destinations': ['FNC'], 'eu': 'S', 'visa': False}",2025-07-30T00:40:00.000+02:00,2025-07-30,00:40:00,J,1.0,4,,,,,,,,,,,
2025-07-30T01:45:53.082+02:00,2025-07-30T00:08:14.000+02:00,"{'iataMain': '737', 'iataSub': '73H'}",{'belts': ['6']},{'codeshares': ['KL2533']},2025-07-30T00:08:14.000+02:00,2025-07-30T00:40:08.000+02:00,A,HV6876,6876,142887665380914186,True,HV6876,HV,TRA,164.0,"{'flightStates': ['ARR', 'EXP']}","{'destinations': ['HER'], 'eu': 'S', 'visa': False}",2025-07-30T00:40:00.000+02:00,2025-07-30,00:40:00,J,1.0,4,,,,,,,,,,,
2025-07-30T01:45:53.082+02:00,2025-07-30T00:08:14.000+02:00,"{'iataMain': '737', 'iataSub': '73H'}",{'belts': ['6']},{'codeshares': ['KL2533']},2025-07-30T00:08:14.000+02:00,2025-07-30T00:40:08.000+02:00,A,KL2533,2533,142887665759080968,True,HV6876,KL,KLM,100.0,"{'flightStates': ['ARR', 'EXP']}","{'destinations': ['HER'], 'eu': 'S', 'visa': False}",2025-07-30T00:40:00.000+02:00,2025-07-30,00:40:00,J,1.0,4,,,,,,,,,,,
2025-07-30T02:19:21.085+02:00,2025-07-30T00:38:53.000+02:00,"{'iataMain': '737', 'iataSub': '73H'}",{'belts': ['4']},{'codeshares': ['KL3298']},2025-07-30T00:38:53.000+02:00,2025-07-30T01:15:04.000+02:00,A,KL3298,3298,142887665759174514,True,HV6632,KL,KLM,100.0,{'flightStates': ['ARR']},"{'destinations': ['FNC'], 'eu': 'S', 'visa': False}",2025-07-30T00:40:00.000+02:00,2025-07-30,00:40:00,J,1.0,4,,,,,,,,,,,
2025-07-30T02:32:20.108+02:00,2025-07-30T00:58:42.000+02:00,"{'iataMain': '737', 'iataSub': '73H'}",{'belts': ['16']},{'codeshares': ['KL2626']},2025-07-30T00:58:42.000+02:00,2025-07-30T01:57:17.776+02:00,A,HV5754,5754,142887665380809990,True,HV5754,HV,TRA,164.0,"{'flightStates': ['ARR', 'EXP']}","{'destinations': ['RAK'], 'eu': 'N', 'visa': False}",2025-07-30T00:45:00.000+02:00,2025-07-30,00:45:00,J,3.0,4,,,,,,,,,,,
2025-07-30T02:32:20.108+02:00,2025-07-30T00:58:42.000+02:00,"{'iataMain': '737', 'iataSub': '73H'}",{'belts': ['16']},{'codeshares': ['KL2626']},2025-07-30T00:58:42.000+02:00,2025-07-30T01:57:17.776+02:00,A,KL2626,2626,142887665759083638,True,HV5754,KL,KLM,100.0,"{'flightStates': ['ARR', 'EXP']}","{'destinations': ['RAK'], 'eu': 'N', 'visa': False}",2025-07-30T00:45:00.000+02:00,2025-07-30,00:45:00,J,3.0,4,,,,,,,,,,,
2025-07-30T02:36:05.083+02:00,2025-07-30T00:44:53.000+02:00,"{'iataMain': '32S', 'iataSub': '320'}",{'belts': ['18']},,2025-07-30T00:44:53.000+02:00,2025-07-30T01:55:21.585+02:00,A,OR1204,1204,142887666336212816,True,OR1204,OR,TFL,231.0,{'flightStates': ['ARR']},"{'destinations': ['RHO'], 'eu': 'S', 'visa': False}",2025-07-30T00:45:00.000+02:00,2025-07-30,00:45:00,J,3.0,4,,,,,,,,,,,
2025-07-30T03:18:58.124+02:00,2025-07-30T00:56:24.000+02:00,"{'iataMain': '787', 'iataSub': '788'}",{'belts': ['20']},,2025-07-30T00:56:24.000+02:00,2025-07-30T02:55:58.899+02:00,A,OR1634,1634,142887666336223990,True,OR1634,OR,TFL,231.0,{'flightStates': ['ARR']},"{'destinations': ['LPA'], 'eu': 'S', 'visa': False}",2025-07-30T00:50:00.000+02:00,2025-07-30,00:50:00,J,4.0,4,,,,,,,,,,,
2025-07-30T02:10:12.084+02:00,2025-07-30T00:35:06.000+02:00,"{'iataMain': '737', 'iataSub': '73H'}",{'belts': ['6']},,2025-07-30T00:35:06.000+02:00,2025-07-30T01:05:50.000+02:00,A,HV5080,5080,142887665380791038,True,HV5080,HV,TRA,164.0,"{'flightStates': ['ARR', 'EXP']}","{'destinations': ['RHO'], 'eu': 'S', 'visa': False}",2025-07-30T00:55:00.000+02:00,2025-07-30,00:55:00,J,1.0,4,,,,,,,,,,,
2025-07-30T02:24:32.097+02:00,2025-07-30T00:48:00.000+02:00,"{'iataMain': '737', 'iataSub': '73H'}",{'belts': ['4']},{'codeshares': ['KL2644']},2025-07-30T00:48:00.000+02:00,2025-07-30T01:20:29.000+02:00,A,HV6150,6150,142887665380894860,True,HV6150,HV,TRA,164.0,{'flightStates': ['ARR']},"{'destinations': ['ALC'], 'eu': 'S', 'visa': False}",2025-07-30T00:55:00.000+02:00,2025-07-30,00:55:00,J,1.0,4,,,,,,,,,,,
2025-07-30T02:24:32.097+02:00,2025-07-30T00:48:00.000+02:00,"{'iataMain': '737', 'iataSub': '73H'}",{'belts': ['4']},{'codeshares': ['KL2644']},2025-07-30T00:48:00.000+02:00,2025-07-30T01:20:29.000+02:00,A,KL2644,2644,142887665759083782,True,HV6150,KL,KLM,100.0,{'flightStates': ['ARR']},"{'destinations': ['ALC'], 'eu': 'S', 'visa': False}",2025-07-30T00:55:00.000+02:00,2025-07-30,00:55:00,J,1.0,4,,,,,,,,,,,
2025-07-30T02:53:33.080+02:00,2025-07-30T00:54:00.000+02:00,"{'iataMain': '737', 'iataSub': '7M8'}",{'belts': ['22']},,2025-07-30T00:54:00.000+02:00,2025-07-30T02:04:06.184+02:00,A,OR3056,3056,142887666336410326,True,OR3056,OR,TFL,231.0,{'flightStates': ['ARR']},"{'destinations': ['DLM'], 'eu': 'N', 'visa': False}",2025-07-30T00:55:00.000+02:00,2025-07-30,00:55:00,J,4.0,4,,,,,,,,,,,
2025-07-30T02:40:31.079+02:00,2025-07-30T00:50:07.000+02:00,"{'iataMain': '737', 'iataSub': '7M8'}",{'belts': ['15']},,2025-07-30T00:50:07.000+02:00,2025-07-30T02:04:11.143+02:00,A,OR1664,1664,142887666336224212,True,OR1664,OR,TFL,231.0,{'flightStates': ['ARR']},"{'destinations': ['TFS'], 'eu': 'S', 'visa': False}",2025-07-30T01:00:00.000+02:00,2025-07-30,01:00:00,J,3.0,4,,,,,,,,,,,
2025-07-30T03:41:01.440+02:00,2025-07-30T01:15:58.000+02:00,"{'iataMain': '737', 'iataSub': '73H'}",{'belts': ['22']},,2025-07-30T01:15:58.000+02:00,2025-07-30T02:39:44.747+02:00,A,OR1605,1605,142887666336223770,True,OR1605,OR,TFL,231.0,{'flightStates': ['ARR']},"{'destinations': ['FUE', 'ACE'], 'eu': 'S', 'visa': False}",2025-07-30T01:10:00.000+02:00,2025-07-30,01:10:00,J,4.0,4,,,,,,,,,,,
2025-07-30T03:23:59.080+02:00,2025-07-30T01:04:26.000+02:00,"{'iataMain': '737', 'iataSub': '73H'}",{'belts': ['18']},,2025-07-30T01:04:26.000+02:00,2025-07-30T02:34:24.515+02:00,A,OR3026,3026,142887666336410104,True,OR3026,OR,TFL,231.0,"{'flightStates': ['ARR', 'EXP']}","{'destinations': ['AYT'], 'eu': 'N', 'visa': False}",2025-07-30T01:15:00.000+02:00,2025-07-30,01:15:00,J,3.0,4,,,,,,,,,,,
2025-07-30T03:05:05.091+02:00,2025-07-30T01:01:47.000+02:00,"{'iataMain': '32S', 'iataSub': '32Q'}",{'belts': ['2']},{'codeshares': ['KL2591']},2025-07-30T01:01:47.000+02:00,2025-07-30T01:55:07.000+02:00,A,HV6672,6672,142887665380908702,True,HV6672,HV,TRA,164.0,"{'flightStates': ['ARR', 'EXP']}","{'destinations': ['TFS'], 'eu': 'S', 'visa': False}",2025-07-30T01:20:00.000+02:00,2025-07-30,01:20:00,J,1.0,4,,,,,,,,,,,
2025-07-30T03:05:05.091+02:00,2025-07-30T01:01:47.000+02:00,"{'iataMain': '32S', 'iataSub': '32Q'}",{'belts': ['2']},{'codeshares': ['KL2591']},2025-07-30T01:01:47.000+02:00,2025-07-30T01:55:07.000+02:00,A,KL2591,2591,142887665759081408,True,HV6672,KL,KLM,100.0,"{'flightStates': ['ARR', 'EXP']}","{'destinations': ['TFS'], 'eu': 'S', 'visa': False}",2025-07-30T01:20:00.000+02:00,2025-07-30,01:20:00,J,1.0,4,,,,,,,,,,,
2025-07-30T03:04:45.077+02:00,2025-07-30T01:18:15.000+02:00,"{'iataMain': '737', 'iataSub': '73H'}",{'belts': ['6']},,2025-07-30T01:18:15.000+02:00,2025-07-30T01:58:11.000+02:00,A,HV5762,5762,142887665380810060,True,HV5762,HV,TRA,164.0,"{'flightStates': ['ARR', 'EXP']}","{'destinations': ['GRO'], 'eu': 'S', 'visa': False}",2025-07-30T01:35:00.000+02:00,2025-07-30,01:35:00,J,1.0,4,,,,,,,,,,,
2025-07-30T03:24:45.078+02:00,2025-07-30T01:28:09.000+02:00,"{'iataMain': '737', 'iataSub': '7M9'}",{'belts': ['16']},,2025-07-30T01:28:09.000+02:00,2025-07-30T02:40:29.765+02:00,A,CD238,238,142887664197238162,True,CD238,CD,CND,4982.0,"{'flightStates': ['ARR', 'EXP']}","{'destinations': ['KGS'], 'eu': 'S', 'visa': False}",2025-07-30T01:40:00.000+02:00,2025-07-30,01:40:00,C,3.0,4,,,,,,,,,,,
2025-07-30T03:46:42.077+02:00,2025-07-30T01:45:13.000+02:00,"{'iataMain': '32S', 'iataSub': '320'}",{'belts': ['20']},,2025-07-30T01:45:13.000+02:00,2025-07-30T03:02:32.114+02:00,A,OR1076,1076,142887666336207862,True,OR1076,OR,TFL,231.0,{'flightStates': ['ARR']},"{'destinations': ['HER'], 'eu': 'S', 'visa': False}",2025-07-30T01:45:00.000+02:00,2025-07-30,01:45:00,J,4.0,4,,,,,,,,,,,
2025-07-30T04:13:40.088+02:00,2025-07-30T02:09:58.000+02:00,"{'iataMain': '32S', 'iataSub': '32Q'}",{'belts': ['18']},{'codeshares': ['KL2684']},2025-07-30T02:09:58.000+02:00,2025-07-30T03:41:27.816+02:00,A,HV5672,5672,142887665380807396,True,HV5672,HV,TRA,164.0,"{'flightStates': ['ARR', 'EXP']}","{'destinations': ['IBZ'], 'eu': 'S', 'visa': False}",2025-07-30T01:55:00.000+02:00,2025-07-30,01:55:00,J,3.0,4,,,,,,,,,,,
2025-07-30T03:45:11.091+02:00,2025-07-30T01:39:48.000+02:00,"{'iataMain': '32S', 'iataSub': '32Q'}",{'belts': ['6']},{'codeshares': ['KL3290']},2025-07-30T01:39:48.000+02:00,2025-07-30T02:34:20.000+02:00,A,HV6112,6112,142887665380894568,True,HV6112,HV,TRA,164.0,"{'flightStates': ['ARR', 'EXP']}","{'destinations': ['AGP'], 'eu': 'S', 'visa': False}",2025-07-30T01:55:00.000+02:00,2025-07-30,01:55:00,J,1.0,4,,,,,,,,,,,
2025-07-30T03:41:00.964+02:00,2025-07-30T01:31:56.000+02:00,"{'iataMain': '32S', 'iataSub': '32Q'}",{'belts': ['2']},{'codeshares': ['KL2642']},2025-07-30T01:31:56.000+02:00,2025-07-30T02:24:59.000+02:00,A,HV6146,6146,142887665380894798,True,HV6146,HV,TRA,164.0,"{'flightStates': ['ARR', 'EXP']}","{'destinations': ['ALC'], 'eu': 'S', 'visa': False}",2025-07-30T01:55:00.000+02:00,2025-07-30,01:55:00,J,1.0,4,,,,,,,,,,,
2025-07-30T03:41:00.964+02:00,2025-07-30T01:31:56.000+02:00,"{'iataMain': '32S', 'iataSub': '32Q'}",{'belts': ['2']},{'codeshares': ['KL2642']},2025-07-30T01:31:56.000+02:00,2025-07-30T02:24:59.000+02:00,A,KL2642,2642,142887665759083778,True,HV6146,KL,KLM,100.0,"{'flightStates': ['ARR', 'EXP']}","{'destinations': ['ALC'], 'eu': 'S', 'visa': False}",2025-07-30T01:55:00.000+02:00,2025-07-30,01:55:00,J,1.0,4,,,,,,,,,,,
2025-07-30T04:13:40.088+02:00,2025-07-30T02:09:58.000+02:00,"{'iataMain': '32S', 'iataSub': '32Q'}",{'belts': ['18']},{'codeshares': ['KL2684']},2025-07-30T02:09:58.000+02:00,2025-07-30T03:41:27.816+02:00,A,KL2684,2684,142887665759084078,True,HV5672,KL,KLM,100.0,"{'flightStates': ['ARR', 'EXP']}","{'destinations': ['IBZ'], 'eu': 'S', 'visa': False}",2025-07-30T01:55:00.000+02:00,2025-07-30,01:55:00,J,3.0,4,,,,,,,,,,,
2025-07-30T03:45:11.091+02:00,2025-07-30T01:39:48.000+02:00,"{'iataMain': '32S', 'iataSub': '32Q'}",{'belts': ['6']},{'codeshares': ['KL3290']},2025-07-30T01:39:48.000+02:00,2025-07-30T02:34:20.000+02:00,A,KL3290,3290,142887665759174498,True,HV6112,KL,KLM,100.0,"{'flightStates': ['ARR', 'EXP']}","{'destinations': ['AGP'], 'eu': 'S', 'visa': False}",2025-07-30T01:55:00.000+02:00,2025-07-30,01:55:00,J,1.0,4,,,,,,,,,,,
2025-07-30T03:41:01.194+02:00,2025-07-30T01:48:47.000+02:00,"{'iataMain': '737', 'iataSub': '7M9'}",{'belts': ['17']},,2025-07-30T01:48:47.000+02:00,2025-07-30T03:04:39.360+02:00,A,CD256,256,142887664197238306,True,CD256,CD,CND,4982.0,"{'flightStates': ['ARR', 'EXP']}","{'destinations': ['PMI'], 'eu': 'S', 'visa': False}",2025-07-30T02:00:00.000+02:00,2025-07-30,02:00:00,C,3.0,4,,,,,,,,,,,
2025-07-30T03:11:40.099+02:00,2025-07-30T01:36:45.000+02:00,"{'iataMain': '32S', 'iataSub': '32Q'}",{'belts': ['17']},,2025-07-30T01:36:45.000+02:00,2025-07-30T02:34:32.942+02:00,A,HV356,356,142887664217806162,True,HV356,HV,TRA,164.0,"{'flightStates': ['ARR', 'EXP']}","{'destinations': ['BJV'], 'eu': 'N', 'visa': False}",2025-07-30T02:00:00.000+02:00,2025-07-30,02:00:00,J,3.0,4,,,,,,,,,,,
2025-07-30T03:47:07.090+02:00,2025-07-30T01:55:59.000+02:00,"{'iataMain': '737', 'iataSub': '73H'}",{'belts': ['15']},{'codeshares': ['KL2664']},2025-07-30T01:55:59.000+02:00,2025-07-30T03:13:23.233+02:00,A,HV6110,6110,142887665380894564,True,HV6110,HV,TRA,164.0,"{'flightStates': ['ARR', 'EXP']}","{'destinations': ['AGP'], 'eu': 'S', 'visa': False}",2025-07-30T02:20:00.000+02:00,2025-07-30,02:20:00,J,3.0,4,,,,,,,,,,,
2025-07-30T03:47:07.090+02:00,2025-07-30T01:55:59.000+02:00,"{'iataMain': '737', 'iataSub': '73H'}",{'belts': ['15']},{'codeshares': ['KL2664']},2025-07-30T01:55:59.000+02:00,2025-07-30T03:13:23.233+02:00,A,KL2664,2664,142887665759083930,True,HV6110,KL,KLM,100.0,"{'flightStates': ['ARR', 'EXP']}","{'destinations': ['AGP'], 'eu': 'S', 'visa': False}",2025-07-30T02:20:00.000+02:00,2025-07-30,02:20:00,J,3.0,4,,,,,,,,,,,
2025-07-30T05:13:36.084+02:00,2025-07-30T03:27:24.000+02:00,"{'iataMain': '737', 'iataSub': '73H'}",{'belts': ['16']},{'codeshares': ['KL2548']},2025-07-30T03:27:24.000+02:00,2025-07-30T04:43:32.155+02:00,A,HV5748,5748,142887665380809924,True,HV5748,HV,TRA,164.0,"{'flightStates': ['ARR', 'EXP']}","{'destinations': ['CMN'], 'eu': 'N', 'visa': False}",2025-07-30T03:40:00.000+02:00,2025-07-30,03:40:00,J,3.0,4,,,,,,,,,,,
2025-07-30T05:13:36.084+02:00,2025-07-30T03:27:24.000+02:00,"{'iataMain': '737', 'iataSub': '73H'}",{'belts': ['16']},{'codeshares': ['KL2548']},2025-07-30T03:27:24.000+02:00,2025-07-30T04:43:32.155+02:00,A,KL2548,2548,142887665759081052,True,HV5748,KL,KLM,100.0,"{'flightStates': ['ARR', 'EXP']}","{'destinations': ['CMN'], 'eu': 'N', 'visa': False}",2025-07-30T03:40:00.000+02:00,2025-07-30,03:40:00,J,3.0,4,,,,,,,,,,,
2025-07-30T04:17:01.186+02:00,,"{'iataMain': '737', 'iataSub': '73H'}",,,,,D,HV1621,1621,142887665380401801,True,HV1621,HV,TRA,164.0,{'flightStates': ['DEP']},"{'destinations': ['ZTH'], 'eu': 'S', 'visa': False}",2025-07-30T04:05:00.000+02:00,2025-07-30,04:05:00,C,1.0,4,2025-07-30T04:01:57.000+02:00,PHHXM,"{'checkinAllocations': [{'endTime': '2025-07-30T03:15:00.000+02:00', 'rows': {'rows': [{'position': '2', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '3', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}]}, 'startTime': '2025-07-30T01:05:00.000+02:00'}]}",VF1,D77,D,,,,,
2025-07-30T05:10:57.501+02:00,,"{'iataMain': '737', 'iataSub': '73H'}",,{'codeshares': ['KL2561']},,,D,HV5353,5353,142887665380799037,True,HV5353,HV,TRA,164.0,{'flightStates': ['DEP']},"{'destinations': ['FAO'], 'eu': 'S', 'visa': False}",2025-07-30T05:00:00.000+02:00,2025-07-30,05:00:00,J,1.0,4,2025-07-30T04:54:20.000+02:00,PHHSJ,"{'checkinAllocations': [{'endTime': '2025-07-30T04:10:00.000+02:00', 'rows': {'rows': [{'position': '2', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '3', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}]}, 'startTime': '2025-07-30T01:50:00.000+02:00'}]}",VF1,D73,D,,,,,
2025-07-30T05:12:33.910+02:00,,"{'iataMain': '737', 'iataSub': '73H'}",,{'codeshares': ['KL2610']},,,D,HV5919,5919,142887665380815181,True,HV5919,HV,TRA,164.0,{'flightStates': ['DEP']},"{'destinations': ['HER'], 'eu': 'S', 'visa': False}",2025-07-30T05:00:00.000+02:00,2025-07-30,05:00:00,J,1.0,4,2025-07-30T04:57:11.000+02:00,PHHXL,"{'checkinAllocations': [{'endTime': '2025-07-30T04:10:00.000+02:00', 'rows': {'rows': [{'position': '2', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '3', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}]}, 'startTime': '2025-07-30T02:00:00.000+02:00'}]}",VF1,C18,C,,,,,
2025-07-30T05:10:57.501+02:00,,"{'iataMain': '737', 'iataSub': '73H'}",,{'codeshares': ['KL2561']},,,D,KL2561,2561,142887665759081187,True,HV5353,KL,KLM,100.0,{'flightStates': ['DEP']},"{'destinations': ['FAO'], 'eu': 'S', 'visa': False}",2025-07-30T05:00:00.000+02:00,2025-07-30,05:00:00,J,1.0,4,2025-07-30T04:54:20.000+02:00,PHHSJ,"{'checkinAllocations': [{'endTime': '2025-07-30T04:10:00.000+02:00', 'rows': {'rows': [{'position': '2', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}, {'position': '3', 'desks': {'desks': [{'position': 1}, {'position': 2}, {'position': 3}, {'position': 4}, {'position': 5}, {'position': 6}, {'position': 7}, {'position': 8}, {'position': 9}, {'position': 10}]}}]}, 'startTime': '2025-07-30T01:50:00.000+02:00'}]}",VF1,D73,D,,,,,
